Name,Ingredients,Level,FoodType,ImageSrc
Vegetable noodle stir-fry,"250 g thin egg noodles 2 limes 3 tablespoons plum sauce 1 tablespoon runny honey low-salt soy sauce 6 spring onions 2 cloves of garlic 3 cm piece of ginger 100 g sugar snap peas 1 red pepper 1 yellow pepper ¼ of a Chinese cabbage , (180g) 100 g beansprouts 100 g frozen peas 2 tablespoons vegetable oil sesame oil , optional",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Kerryann’s homemade fish fingers & minty smashed peas,"450 g frozen white fish fillets 500 g frozen peas 5 tablespoons plain flour 1 tablespoon smoked paprika ½ an unwaxed lemon 2 large eggs 3 slices of wholemeal bread , (100g) sunflower oil ½ a bunch of fresh mint , (15g)",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Kerryann’s tuna pasta bake,"1 onion 2 cloves of garlic olive oil 1 pinch of dried chilli flakes 3 x 400 g tins of chopped tomatoes 1 bunch of fresh basil , (or use 1 teaspoon dried oregano instead) sea salt freshly ground black pepper 500 g dried penne 2 x 180 g tins of tuna from sustainable sources , (275g drained weight) 150 g mature Cheddar cheese",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jools’ easy chicken curry,"1 onion 4cm piece of ginger 2 cloves of garlic olive oil 2 tablespoons tikka masala paste 3 tablespoons natural yoghurt 2 tablespoons tomato purée 8 skinless chicken thighs, bone in 1 x 400 g tin of chopped tomatoes 1 x 400 g tin of green lentils 1 x 400 g tin of light coconut milk 2 handfuls of baby spinach , optional 2 tablespoons mango chutney",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jools’ wholesome veg & bean soup,2 sticks of celery 3 carrots 2 large leeks 2 cloves of garlic 1 sprig of fresh rosemary 2 rashers of higher-welfare smoked streaky bacon olive oil 1 x 400 g tin of borlotti or cannellini beans 1 litre organic vegetable or chicken stock 75 g baby spinach or kale 100 g frozen peas,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jools’ simple chicken & veg stew,"2 medium leeks 2 carrots 2 sticks of celery 2 cloves of garlic 3 sprigs of fresh thyme 3 rashers of higher-welfare smoked streaky bacon olive oil 200 g celeriac 2 parsnips 6 new potatoes 8 free-range chicken thighs , skin off, bone out 1 heaped teaspoon Marmite 600 ml organic vegetable stock",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jools’ sausage & smoky bean casserole,"12 higher-welfare pork chipolatas 2 medium leeks 2 sticks of celery 2 cloves of garlic 2 red peppers olive oil 2 teaspoons sweet smoked paprika 1 teaspoon ground cumin 12 ripe cherry tomatoes 1 tablespoon red wine vinegar 500 ml passata 1 teaspoon demerara sugar , optional 1 teaspoon Dijon mustard 2 x 400 g tins of mixed beans a few sprigs of fresh flat-leaf parsley , optional",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jools' fish pie,"1.5 kg floury potatoes 4 large free-range eggs , optional 50 g unsalted butter 50 g plain flour 2 fresh bay leaves 350 ml quality fish stock 350 ml semi-skimmed milk , plus an extra splash 50 g Cheddar cheese ½ a lemon 1 heaped teaspoon English mustard a few sprigs of fresh flat-leaf parsley , optional 300 g skinless, boneless white fish , such as coley, whiting, haddock, cod, from sustainable sources 200 g skinless boneless salmon , from sustainable sources 200 g skinless, boneless undyed smoked haddock , from sustainable sources 200 g baby spinach extra virgin olive oil 1 whole nutmeg , for grating",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jools’ Asian-style salmon,"1 clove of garlic 1 x 3 cm piece of ginger 1 lime 3 tablespoons low-salt soy sauce 1 tablepsoon runny honey 1 teaspoon groundnut oil 2 x 120 g salmon fillets , scaled, pin-boned, from sustainable sources 1 tablespoon sesame seeds , optional",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jools’ simple beef stew,"4 sprigs of fresh thyme 2 sprigs of fresh rosemary 2 medium leeks 1 stick of celery 2 carrots 1 tablespoon olive oil 500 g quality diced stewing beef 1 heaped tablespoon plain flour 2 tablespoons tomato purée 2 tablespoons grated horseradish , or a good grating of fresh horseradish 1 litre organic beef or vegetable stock 1 fresh bay leaf 75 g red lentils",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jools’ crunchy fish,"1 thick slice of wholemeal bread , (roughly 50g) olive oil 1 lemon 3 sprigs of fresh thyme 2 x 120 g firm white fish or salmon fillets , scaled and pin-boned, from sustainable sources",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jamie’s classic family lasagne,"2 sprigs of fresh rosemary 100 g higher-welfare smoked streaky bacon olive oil 1 kg quality minced beef 1 kg higher-welfare minced pork 4 carrots 2 onions 4 sticks of celery 2 heaped tablespoons tomato purée 4 x 400 g tins of plum tomatoes 350 g dried lasagne sheets WHITE SAUCE 150 g mature Cheddar cheese 2 medium leeks 2 fresh bay leaves 4 tablespoons plain flour 1 litre semi-skimmed milk 1 whole nutmeg , for grating",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gennaro’s mini pizzas with hidden veg sauce,"PIZZA DOUGH 250 g strong white bread flour , or tipo 00, plus extra for dusting 250 g wholemeal flour 1 x 7 g sachet dried yeast fine semolina , for dusting HIDDEN VEG SAUCE 1 onion 100 g mushrooms 1 stick of celery 1 carrot 1 clove of garlic 3 sprigs of fresh oregano olive oil 2 handfuls of baby spinach 1 x 400 g tin of chopped tomatoes BASIC TOPPING 2 x 125 g balls of mozzarella fresh oregano Parmesan cheese",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Baked veggie balls,100 g bulgur wheat 1 small onion 3 cloves of garlic 1 stick of celery 1 carrot olive oil ½ a bunch of fresh flat-leaf parsley 1 x 400 g tin of chickpeas 1 large free-range egg 50 g wholemeal breadcrumbs 1 lemon 30 g Parmesan cheese 2 x 400 g tins of plum tomatoes 2 large jarred red peppers 60 g ricotta cheese,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Baked rice with chicken & chorizo,"1 onion 2 cloves of garlic 1 red or yellow pepper 3 sprigs of fresh flat-leaf parsley 50 g quality chorizo olive oil 1 tablespoon sweet smoked paprika 250 g wholemeal basmati rice 8 free-range chicken thighs , skin off, bone out 500 ml passata 300 ml organic chicken stock 2 lemons",not-too-tricky,rice,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Cracking Cobb salad,"2 free-range chicken thighs , skin on, bone in 1 large pinch of sweet smoked paprika olive oil 4 slices of higher-welfare pancetta 2 large free-range eggs 1 Romaine, cos or soft round lettuce , (or a mixture) 1 ripe avocado 2 ripe tomatoes , or 125g ripe cherry tomatoes 1 punnet of salad cress DRESSING: 50 g Stilton ½ a bunch of fresh chives , (15g) extra virgin olive oil 1 lemon 50 ml buttermilk 2 tablespoons Greek yoghurt ½ teaspoon Worcestershire sauce",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Tasty tabbouleh salad,"200 g bulgur wheat sea salt freshly ground black pepper 50 g pistachios 1 bunch of fresh mint 2 bunches of fresh flat-leaf parsley 6 radishes 4 spring onions 4 ripe tomatoes 2 lemons , juice of extra virgin olive oil 1 pomegranate ½ teaspoon sumac",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Prawn & papaya salad,"50 g unsalted peanuts 3 cloves of garlic 400 g peeled king prawns , deveined 4 ripe tomatoes groundnut oil 1-2 fresh red Thai chillies 3 limes 3 tablespoons fish sauce runny honey 1 cucumber 650 g green papaya , (or ½ large white cabbage) 4 spring onions ½ a bunch of fresh Thai basil ½ a bunch of fresh coriander",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Baked eggs – lots of ways,vegetable oil 4 large free-range eggs SPINACH & HAM 20 g baby spinach 75 g quality cooked ham TOMATO & BASIL 70 g ripe cherry tomatoes 1 sprig of fresh basil SMOKED SALMON & CHIVES 50 g smoked salmon a few fresh chives TRUFFLE MUSHROOMS 50 g chestnut mushrooms a few drops of truffle oil,not-too-tricky,eggs,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Superfood salad,"2 sweet potatoes , (350g each) 1 pinch of dried chilli flakes 1 pinch of ground coriander 1 small pinch of ground cinnamon olive oil 200 g quinoa 320 g broccoli 35 g mixed nuts , such as walnuts, almonds, Brazils 1 pomegranate extra virgin olive oil 1 splash of balsamic vinegar 2 limes 40 g mixed sprouts 1 punnet of salad cress , (use a mixture of varieties, if possible) 1 bunch of fresh coriander , (30g) 1 fresh red chilli 1 ripe avocado 20 g feta cheese",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
The ultimate spring quiche,"sea salt freshly ground black pepper 150 g asparagus 100 g fresh peas and broad beans , podded 75 g baby spinach 2 spring onions 4 rashers higher-welfare smoked streaky bacon , optional 4 large free-range eggs 150 ml double cream 150 ml semi-skimmed milk ½ a bunch of fresh chives 75 g goat's cheese For the pastry: 300 g plain flour , plus extra for dusting 150 g unsalted butter , at room temperature, cubed",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roasted fennel & pine nut polpette,"1 large fennel bulb , or 2 small (400g) extra virgin olive oil 20 g pine nuts 20 g pumpkin seeds 3 cloves of garlic ½ a fresh red chilli 50 g Parmesan cheese 100 g breadcrumbs 1 large egg yolk ½ a bunch of fresh parsley , (15g) 1 x 400g tin of quality plum tomatoes balsamic vinegar",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chicken arrabbiata,"olive oil 5 fresh red chillies 6 cloves of garlic 4 free-range skinless chicken breasts 1 bunch of fresh basil (30g) 3 x 400 g tins of quality plum tomatoes , (stone in) 10 black olives 600 g ripe mixed-colour tomatoes 2 tablespoons baby capers ½ a lemon Parmesan cheese 2 handfuls of rocket",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roast mejadra onions,"6 large white onions , peeled 5 tablespoons extra-virgin olive oil 1 teaspoon cumin seeds , lightly crushed 1 tablespoon coriander seeds , lightly crushed 100 g white basmati rice 100 g brown lentils 1/2 teaspoon ground tumeric 1 teaspoon ground allspice 1 teaspoon cinnamon 400 ml vegetable stock 50 g flaked almonds , lightly toasted, plus extra to garnish 1 large handful of flat-leaf parsley , chopped 2 tablespoons red wine vinegar 1 pinch of caster sugar rocket salad , to serve (optional)",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Perfect chicken balti,"2 cloves of garlic 1-2 fresh red chillies 5 cm ginger 2 onions groundnut oil , or vegetable oil 1 cinnamon stick 2 fresh bay leaves 12 green cardamom pods 6 skinless higher-welfare chicken thighs , (500g) 1 teaspoon garam masala 1 pinch of ground cloves 1 heaped teaspoon ground cumin 1 heaped teaspoon ground coriander 4 ripe tomatoes 100 g low-fat natural yoghurt , plus extra to serve ½ a bunch of fresh coriander",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Tandoori chicken,"4 cloves of garlic 1-2 fresh red chillies 7 cm piece of ginger ½ a lemon 200 g low-fat natural yoghurt 1 teaspoon ground cinnamon 1 heaped teaspoon ground cumin 1 teaspoon ground coriander 1 heaped teaspoon paprika 12 higher-welfare chicken thighs and drumsticks , (1.5kg) groundnut oil 900 g broccoli 1 tablespoon garam masala ½ a bunch of fresh coriander",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Pan-cooked giant prawns,"olive oil 12 large Australian Green banana prawns , responsibly sourced 1-2 fresh chillies 1 bunch of spring onions 4 large handfuls of snow peas 500 g ripe tomatoes 2 large handfuls of frozen peas 2 x 410 g tins of butter beans , or cannellini beans sea salt freshly ground black pepper ½ bunch of fresh flat-leaf parsley 1-2 lemons 4 slices of quality bread , such as sourdough or ciabatta",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Pasta pesto,"CHICKEN 2 x 200 g skinless free-range chicken breasts 1 teaspoon fennel seeds 2 sprigs of fresh rosemary 2 tablespoons rapeseed oil 4-5 cloves of garlic 1-2 fresh red chillies 8 ripe cherry tomatoes PASTA & PESTO 250 g green beans 1 big bunch of fresh basil 50 g blanched almonds 50 g Parmesan cheese , plus extra to serve 2 tablespoons extra virgin olive oil 1 lemon 1 clove of garlic 300 g fresh lasagne sheets 200 g baby spinach",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Blackened chicken,QUINOA SALAD 300 g quinoa 1 fresh red chilli or yellow chilli 100 g baby spinach 4 spring onions 1 bunch of fresh coriander 1 bunch of fresh mint 1 large ripe mango 2 limes 2 tablespoons extra virgin olive oil 1 ripe avocado 50 g feta cheese 1 punnet cress CHICKEN 2 x 200 g skinless free-range chicken breasts 1 heaped teaspoon ground allspice 1 heaped teaspoon smoked paprika olive oil 2 mixed-colour peppers TO SERVE 4 tablespoons fat-free yoghurt,not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Hot & sour soup,"2 cloves of garlic 1-2 fresh red chillies sea salt freshly ground white pepper 1 thumb-sized piece of ginger 250 g shiitake mushrooms , cleaned 225 g bamboo shoots , drained groundnut oil , or vegetable oil low-salt soy sauce rice wine vinegar 1 teaspoon runny honey 1.5 litres hot organic vegetable stock 150 g firm tofu 2 spring onions ½ bunch of chives 1 large free-range egg",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Kung Pao chicken,"1 tablespoon Szechuan peppercorns 2½ tablespoons cornflour 4 skinless higher-welfare chicken thighs , (350g) groundnut oil , or vegetable oil 4 cloves of garlic 5 cm piece of ginger 2 spring onions 6 dried red chillies 2 tablespoons low-salt soy sauce ½ tablespoon rice wine vinegar 1 heaped tablespoon runny honey 50 g unsalted peanuts 1 punnet of salad cress RIBBON SALAD ½ a cucumber 1 large carrot ½ a bunch of fresh coriander 1 tablespoon low-salt soy sauce 1 tablespoon rice wine vinegar",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Prawn & crab wontons,"30 wonton wrappers , (roughly 10cm) cornflour , for dusting groundnut oil , or vegetable oil sweet chilli sauce , to serve For the filling: 1 thumb-sized piece of ginger 1 clove of garlic 1 fresh red chilli ½ bunch of chives 200 g peeled raw tiger prawns 200 g white crabmeat 2 tablespoons oyster sauce ½ tablespoon sesame oil",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Szechuan sweet & sour prawns,"300 g pineapple 1 red pepper 1 yellow pepper 2 cloves of garlic 1-2 fresh red chillies sea salt 1 thumb-sized piece of ginger 24 peeled raw king prawns groudnut oil , or vegetable oil 150 ml unsweetened pineapple juice 3 tablespoons rice or white wine vinegar 1 tablespoon low-salt soy sauce ½ tablespoon cornflour ½ bunch of fresh coriander",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Vegan Chinese-style noodles,"200 g thin rice noodles 300 g mixed mushrooms , such as oyster, shitake and enoki, cleaned 2 cloves of garlic 1 fresh red chilli 5 cm piece of ginger 200 g courgettes ½ bunch of fresh coriander 6 spring onions groundnut oil , or vegetable oil 1 teaspoon cornflour 2 tablespoons low-salt soy sauce 1 tablespoon agave syrup 1 teaspoon sesame oil ½ tablespoon rice wine , or dry sherry 100 g baby spinach 2 limes , to serve sambal , or hot chilli sauce, to serve",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
"Haggis, neeps & tatties",500 g quality haggis NEEPS & TATTIES 450 g potatoes 400 g turnips or swedes 100 g unsalted butter 8 spring onions 30 ml double cream,not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Vietnamese bun cha with sticky spicy tofu,"sesame oil 1 large brown onion 350 g pack of firm tofu 6 tbsp hoisin sauce 2 tbsp sesame seeds 250 g thin brown rice noodles a small handful of peanuts 1 long red chilli 2 limes chilli sauce , to serve Dressing 3 tbsp brown sugar 1 stick of lemongrass 3 tbsp reduced-salt soy sauce 1 tbsp white wine vinegar 1 tbsp toasted sesame oil , plus extra to serve 2 limes Salad 2 carrots 1/2 cucumber 2 baby gem lettuce 4 spring onions 1 small bunch of mint",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Mexican marinated pork tenderloin,"500 g piece of higher-welfare pork tenderloin , trimmed olive oil 18 small corn tortillas 2 limes MARINADE 2 red onions 6 cloves of garlic 2 dried chipotle chillies 1 ancho chilli ½ a bunch of fresh coriander 1 teaspoon ground cumin ½ teaspoon sweet smoked paprika 3 sprigs of fresh thyme 2 tablespoons red wine vinegar 1 tablespoon tomato purée 2 tablespoons dark brown sugar ½ an orange RAINBOW SALAD 1 corn on the cob ¼ of a white cabbage 2 tablespoon white vinegar 6 mixed radishes 2 carrots 3 little gem hearts AVOCADO SALSA 2 ripe avocados 1 fresh green chilli 2 spring onions ½ a bunch of fresh coriander 1 lime extra virgin olive oil",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sea bass in puff pastry,"60 g small cooked prawns 2 tbsp tarragon , finely chopped 1 tbsp olive oil , plus extra for greasing 1 large free-range egg , beaten 2 tbsp milk plain flour , for dusting 500 g puff pastry , halved 1 kg whole sea bass , filleted (ask your fishmonger to do this) green salad , to serve SALSA VERDE 1 small bunch of basil , leaves picked 1 small bunch of mint , leaves picked 1 small bunch of flat-leaf parsley , leaves picked 2 cloves of garlic 6 cornichons 2 tbsp capers , drained 5 tbsp anchovy fillets , drained 5 tbsp olive oil 1 tbsp red wine vinegar",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Michael Sheen's traditional Welsh cawl,"1 onion 1 kg lamb neck , bone in, cut into 5cm chunks (ask your butcher) 1 kg swede 2 carrots 2 parsnips 500g Maris Piper potatoes 3 large leeks mature Caerphilly cheese , to serve",not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Brilliant veggie burger,"200 g frozen sweetcorn 400 g mixed frozen peas and broad beans ½ a bunch of fresh coriander , (15) 75 g plain flour , plus extra for dusting 1 pinch of ground cumin 1 teaspoon cayenne pepper 1 tablespoon sesame seeds 1 tablespoon sunflower seeds olive oil ½ an iceberg lettuce 2 ripe tomatoes 2 sprigs of fresh basil 2 gherkins 1 ripe avocado 1 lime 4 large quality burger buns 1 punnet of cress tomato ketchup SPICED VEGAN MAYO 2 spring onions ½ a fresh red chilli ½ a clove of garlic 2 heaped tablespoons jarred chickpeas 1 teaspoon English mustard 1½ tablespoons sun-dried tomato paste 1 splash of brandy 1 lemon extra virgin olive oil CRISPY ONION RINGS 1 large onion 2 tablespoons red wine vinegar 120 g self-raising flour ½ teaspoon baking powder 200ml golden ale or IPA , (cold) 600 ml sunflower oil or sunseed oil , for frying",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chargrilled pork escalopes,"4 x 100 g higher-welfare pork leg escalopes , trimmed 5 sprigs of fresh thyme 1 lemon 1 clove of garlic olive oil ½ a bunch of fresh mint 400 g new potatoes 320 g frozen peas 320 g frozen broad beans 300 g sprouting broccoli extra virgin olive oil ½ a fresh red chilli 50 g pecorino cheese",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Kate Hudson's hot & smoky vindaloo,"2 heaped teaspoons coriander seeds 1 teaspoon cumin seeds 1 heaped teaspoon black peppercorns 2 dried Kashmiri chillies 5 cm piece of ginger 6 cloves of garlic 1 teaspoon ground turmeric olive oil 1 tablespoon cider vinegar 1 kg higher-welfare pork belly , skin removed 3 small onions 1 handful of curry leaves 2 fresh mixed-colour chilli 1 tablespoon tamarind paste 1 heaped tablespoon soft brown sugar 1 cinnamon stick 4 cloves YOU ALSO NEED 1 piece of charcoal",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Nigerian suya,"1 kg fillet of beef , trimmed 500 g ripe tomatoes , mixed colours if possible ½ a red cabbage ½ a white cabbage 1 red onion 1 cucumber 2 lemons extra virgin olive oil sea salt and freshly ground black pepper olive oil For the marinade 10 uda pods (see tip) 400 g salted roasted peanuts 1 teaspoon freshly ground black pepper 1 teaspoon onion granules 1 teaspoon garlic granules 1 teaspoon ground ginger 1 teaspoon freshly ground white pepper 1 teaspoon paprika 1 teaspoon chilli powder 1 teaspoon cayenne pepper 1 organic fish or chicken stock cube 1 onion 4 cloves of garlic 1 thumb-sized piece of ginger 1 fresh green chilli 1 fresh Scotch bonnet 1 green pepper 1 spring onion You will need 32 wooden skewers",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Prawn & tofu pad Thai,"150 g flat rice noodles 1 fresh bird's-eye chilli 1 fresh yellow chilli 2 limes groundnut oil 2 red shallots ½ a bunch each of Chinese chives, Thai basil, Thai mint , (45g total) 140 g silken tofu 4 large raw peeled Tiger prawns , from sustainable sources 25 g dried shrimps , from sustainable sources 50 g shelled unsalted peanuts 1 pinch of dried chilli flakes 1 tablespoon jarred shredded sweet radish 1 large free-range egg 60 g beansprouts , (ready to eat) TAMARIND SAUCE 25 g palm sugar 2 tablespoons tamarind paste fish sauce white wine vinegar",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Paloma Faith's bacalhau à Brás,"500 g salt cod , from sustainable sources 1 bunch fresh flat-leaf parsley , (30g) 2 shallots 1 lemon 3 onions olive oil 20 mixed-colour olives , stone in 1 pinch of dried chilli flakes 2 tablespoons red wine vinegar extra virgin olive oil 500 g Maris Piper potatoes 1.2 litres vegetable oil , for frying 6 large free-range eggs",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
BBQ beef short ribs,"2 x 1.5 kg beef short ribs olive oil 2 teaspoons caraway seeds 1 bunch of fresh dill 2 pickled onions , in vinegar 2 tablespoons Hellmann's Real Mayonnaise 2 tablespoons low-fat natural yoghurt 2 teaspoons English mustard 1½ tablespoons white wine vinegar 1 medium yellow beetroot , with leaves 6 medium carrots ¼ of a white cabbage 300 g kale , green and purple, if possible BBQ SAUCE 180 ml tomato ketchup 150 ml stout 4 tablespoons Worcestershire sauce 1 heaped teaspoon English mustard 4 teaspoons malt vinegar 4 teaspoons golden syrup",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Wood-fired pizza,"1 kg strong white bread flour , (or 800g strong bread flour mixed with 200g semolina flour) 1 level teaspoon fine sea salt 2 x 7g sachets of dried yeast 1 tablespoon golden caster sugar 4 tablespoons extra-virgin olive oil For the tomato sauce: 4 cloves of garlic olive oil 1 bunch of fresh basil 3 x 400g tins of whole plum tomatoes sea salt freshly ground black pepper For the topping: 1 small head of broccoli 4 quality anchovy fillets 1 fresh red chilli 2–3 Italian-style sausages 150 g Taleggio cheese 1 tablespoon fennel seeds",not-too-tricky,cheese,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sticky Chinese ribs,"1 rack of higher-welfare pork belly ribs , trimmed of excess fat (1.5–2kg) olive oil 3 tablespoons Chinese five-spice 2 spring onions 2 fresh chillies 1 bunch of radishes For the glaze: 3 red onions 3 star anise 1 level teaspoon Chinese five-spice 4 tablespoons fresh apple juice 3 tablespoons hoisin sauce 2 tablespoons runny honey 1 tablespoon tomato ketchup 1 tablespoon rice wine vinegar",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Southern fried chicken,"4 free-range chicken thighs , skin on, bone in 4 free-range chicken drumsticks 200 ml buttermilk 4 sweet potatoes 200 g plain flour 1 level teaspoon baking powder 1 level teaspoon cayenne pepper 1 level teaspoon hot smoked paprika 1 level teaspoon onion powder 1 level teaspoon garlic powder 2 litres groundnut oil BRINE 1 tablespoon black peppercorns 25 g sea salt 100 g brown sugar 4 sprigs of fresh thyme 4 fresh bay leaves 4 cloves of garlic PICKLE 1 teaspoon fennel seeds 100 ml red wine vinegar 1 heaped tablespoon golden caster sugar ½ red cabbage , (500g)",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Quick lamb kebabs,2 cloves of garlic 1 teaspoon dried oregano olive oil 4 lamb steaks (750g in total) 2 red peppers 8 fresh bay leaves 2 lemons a few sprigs of fresh flat-leaf parsley,not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Veggie arrosto misto,"olive oil 1 handful of celery leaves fresh truffle or truffle oil , (optional) mostarda di Cremona , to serve (optional, see tip) BEETROOTS 5–6 beetroots 4 cloves of garlic 3 sprigs of fresh thyme 1 large splash of balsamic vinegar SQUASH 1 acorn squash , (see tip) 1 level teaspoon coriander seeds 1 dried red chilli 5 cloves of garlic 3 sprigs of fresh rosemary ½ a cinnamon stick CARROTS & PARSNIPS 5 small carrots 4 parsnips 3 sprigs of fresh thyme 2 clementines CELERIAC 1 celeriac 1 teaspoon fennel seeds 4 fresh sage leaves RED ONIONS 4 small red onions 3 sprigs of fresh thyme 1 splash of balsamic vinegar TURNIPS 200 g baby turnips 4 bay leaves 1 whole nutmeg , for grating HORSERADISH CRÈME FRAÎCHE 60 g fresh horseradish 250 ml half-fat crème fraîche extra virgin olive oil ½ a lemon WILD MUSHROOM SAUCE 400 g mixed wild mushrooms 2 cloves of garlic 3 sprigs of fresh thyme 25 g unsalted butter ½ a lemon 300 ml single cream CHEESY POLENTA 375 g quick-cook polenta 60 g unsalted butter 80 g Parmesan cheese 100 g Stilton or Taleggio cheese",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
